tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated
1336732652418838531,"PINOY ROCK USA ROCKCAST by Dj Tulisan
Listening to the  Post Thanksgiving episode
Now on Spotify

Link below:
https://t.co/Lyl8z1eUG0",0,0,Hootsuite Inc.,2020-12-09 18:01:14
1336732652414644226,RT @Aye_Russo1: it is what it is and it aint what it aint,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652410466304,@play_pso2 One more.,0,0,Twitter Web App,2020-12-09 18:01:14
1336732652402069505,@realDonaldTrump Hurry up and do something abouts that!!!!,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652402053121,RT @harryvotingteam: Exactly...Please stream and keep streaming.,3,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652397850627,"RT @iam_tallblaqboi: Amidst the #endsars protests @EminiSirboby dropped a dope jam Titled ""Setup"" and damn its🔥

Everything na SETUP!!!

Yo…",96,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652397801473,@goldengubler 🥺🥺YOURE THE BEST,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652393607178,if u like physics i don’t trust u,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652389474304,"RT @dropshippin: 🚀LIFETIME GIVEAWAY🚀

Prizes:
💙 1x Lifetime DC Membership
💸 5x $100 Cash Prize

Rules:
♻️ Follow and RT

Ends in 24 hours!…",3129,0,Twitter Web App,2020-12-09 18:01:14
1336732652385181697,RT @DumDumMastHai: Anupama Chopra-If there's an actor who's defined the decade it is u...U r that adbhut mishran of Outsized stardom &amp; acti…,11,0,Twitter Web App,2020-12-09 18:01:14
1336732652385128448,Cause bitch i can't,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652376711168,OH MY GOSH https://t.co/KDDUNutTRS,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652372635652,"@SethAbramson 
You clearly DON'T know everything, Seth. 
https://t.co/1TzjlRXe2G",0,0,Twitter Web App,2020-12-09 18:01:14
1336732652372512768,Think fast! The keys are in the ignition: Which one do you take? https://t.co/T0hrEsBo2C,0,0,HeyOrca,2020-12-09 18:01:14
1336732652368519173,We don’t fucking care https://t.co/Sij0PwMcAv,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652368515074,@msanchezMIA @jorgeavalencia @carlosvives Had the chance to see him perform and had front-row seats. He’s amazing.… https://t.co/qgJPQRwQ6g,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652364324864,RT @Lizzytrizzy: Me trying to not tell people what their gifts are. https://t.co/WvOJaOUbDV,8838,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652364312582,RT @LiegeoisCathy: @MeidasTouch So what's all this about #crybabyTrump trending.  I would hate for #crybabyTrump to get under someone's ski…,320,0,Twitter for Android,2020-12-09 18:01:14
1336732652364312577,this video https://t.co/V8bjmI9VwT https://t.co/K0vSoGC4rb,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652360101888,"@maureencusteau @realDonaldTrump He's got plenty of lawyers helping, ACB will help too :D",0,0,Twitter for Android,2020-12-09 18:01:14
1336732652355940353,@linamarie07 I love you 🥺,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652355923968,@PriapusIQ Mine is that the guns on HMS Belfast are pointed at London Gateway service station.,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652355915778,Tis the season 🙄,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652355915777,@omar_bilkisu Just say “My name is Bilkisu Umar and I am beautiful” faQat!!😁,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652355915776,"Keep all your bills organized in one place, so you know exactly where you stand with your vendors every month with… https://t.co/ApO0Iu6p4g",0,0,Hootsuite Inc.,2020-12-09 18:01:14
1336732652351741954,he’s not worldwide handsome for nothing https://t.co/73RmJBAjNm,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652351664137,Can't wait for this. https://t.co/Md2WtRteuM,0,0,Twitter Web App,2020-12-09 18:01:14
1336732652347514882,RT @DanTypo: Soooo now they’re sure? https://t.co/paw4KfTtcf,63,0,Twitter for Android,2020-12-09 18:01:14
1336732652347469824,"RT @wazzadiniho: Meskeena, this song is apparently about her mother that died and bunda means mum in Indonesian. She even starts crying at…",16,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652347461641,"RT @AzizFaarah: We welcome people in Somali by saying ‘soo dhawoow’, which means come close. And the usual response is ‘waan dhawahay’: I a…",84,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652347396097,I’ll translate the messages later I’m going back to sleep,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652347387904,@plssera YES BABY,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652343353347,"@DanteUSAInferno @RudyGiuliani Every time I hear someone talk about covid like it’s no big deal I wanna scream.

De… https://t.co/UmdsnPlcBh",0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652343156738,"RT @SeabornLarson: The order released Wednesday is a trove of new allegations against Ranch for Kids, including sexual assault by staff and…",4,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652339126272,"RT @LFC: Lead them out, skip 💪

#FCMLIV | #UCL",205,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652330770438,RT @UltraFionaa: Soo I just started my own lipgloss business 🙈 https://t.co/qdMv6B8pbn,101,0,Twitter for Android,2020-12-09 18:01:14
1336732652330770432,@mayasmed1a ME PLEASE,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652326559745,RT @hnrichson: guys please https://t.co/Zac1q5iesW,992,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652322185216,"RT @GridGamingIO: I'll give $200 to a random user who retweets this tweet within the next 6 hours.

Must be following @GridGamingIO &amp; @trad…",3566,0,Twitter for Android,2020-12-09 18:01:14
1336732652318191619,"@discsofinnit ""I'll keep it off!""",0,0,Twitter Web App,2020-12-09 18:01:14
1336732652313960448,RT @EleanorPe: @jamwilkes I can't decide whether that's super creepy or super cool.,47,0,Twitter for Android,2020-12-09 18:01:14
1336732652309803008,"@smenor @nycsouthpaw I mean, compare the crowds after Biden's win against the 12,000 Sad Uncles who showed up to su… https://t.co/yvzmDjQWUU",0,0,Twitter for Android,2020-12-09 18:01:14
1336732652309659654,RT @nalisaaa: .... not y’all fighting where Ebit Liew gets his money from when he’s done more than what any politicians and rich people cou…,2354,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652309598209,@FangirlsNiteOut I dont know if I will come join all of you ladies on Friday 😥,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652305604612,@introseouI what kind,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652301377541,Like. You annoying ass fucking nigga. I’ve been telling you all year I was gonna need you to help me move. I swear… https://t.co/reZAERxJY8,0,0,Twitterrific for iOS,2020-12-09 18:01:14
1336732652301217792,You feel perfectly poised to be the voice of reason today -- a... More for Cancer https://t.co/7K8htgwsLw,0,0,Twittascope,2020-12-09 18:01:14
1336732652297187329,Keeping @Cowleian standards high till the end of term whilst raising money for @TheStrokeAssoc #8P… https://t.co/p0kLZ7eNym,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652293005319,Living off of 4 hours of sleep https://t.co/5OLngDCZgN,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652293001218,Great news https://t.co/Wss5JW2qif,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652292849665,@luismmira @SPUNJ @fl0m it gets spicier,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652292825088,@DILFLORIAN same wiccu😻,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652284600327,"@slutsrkiller Tonight, 6:00pm",0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652284440576,Luke Cage movie WHEN,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652280442882,RT @TNPromise: Remember you must file your #FAFSA to maintain #TNPromise eligibility! https://t.co/KWCgWAheBw,0,0,Hootsuite Inc.,2020-12-09 18:01:14
1336732652280352769,@TOBESOFOOLISH hes live on yt and he sweared like 5 times lmfao,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652276240386,"@Salute_CC @dom_dotty Thank you guys, it’s been a wild ride😭",0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652276228096,The late wonderful Trystan Wyn would be so proud of this. He used to refer to @homebargains as 'Le Maison Bargon' i… https://t.co/SFEvwCgWsq,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652272050177,"RT @SilverbirdTV: Today's #womancrushwednesday goes to @Symply_Tacha 

#silverbirdtv #stv #SilverbirdToday #WhatWomenWant #NewsExtra https:…",254,0,Twitter for Android,2020-12-09 18:01:14
1336732652272050176,@starsalwayssh9 @NotA_Fanatic Lmao good,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652267839488,"ONE MORE THING: 
Rhyming recipe with recipe walked so 
Risky Risky Wiggy Wiggy could run https://t.co/GyqjEpn4QQ",0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652267827201,RT @GerardBattenUK: @BorisJohnson Which ‘people’ was that? The 700k per annum migrants you are still bringing in? The illegal migrants you…,12,0,Twitter Web App,2020-12-09 18:01:14
1336732652259381249,@baekmillionbyun i saw some erigoms and sechanist :((,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652246880262,RT @_ShauryaChawla: LIVE reaction of Willem Dafoe reading the SPIDER-MAN 3 casting news https://t.co/nOocS5AGd1,1389,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652246851590,@KayTrav314 Be givin me a whole damn kiiii lmfao,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652238479362,"@thejtlewis @realDonaldTrump Hey @thejtlewis, looks like everybody is getting a Medal of Freedom except your brothe… https://t.co/9G46YHqdfi",0,0,Twitter Web App,2020-12-09 18:01:14
1336732652234297345,"RT @RepKatiePorter: When I came to Congress, I knew I had a responsibility to pull back the curtain for the American people and expose corr…",65996,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652230103040,"@BVB Gays are rejected religiously, morally, socially and humanly",0,0,Twitter for Android,2020-12-09 18:01:14
1336732652230086656,"RT @realDonaldTrump: No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! #SupremeCourt",28890,0,Twitter for Android,2020-12-09 18:01:14
1336732652221579265,"See a black business, support a black business. https://t.co/8HAAgQDdCR",0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652217372672,"You may barely scratch the surface on something today, running... More for Leo https://t.co/9XGGMIPfwh",0,0,Twittascope,2020-12-09 18:01:14
1336732652209131521,@_moonchjld_ but take a short nap pls and then study u have to rest a little :(,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652204945411,@RachelCharleneL Oh my goodddd @healthy_smith i wanna talk about this so badly plz direct any convos to me. Nori doesn’t care either 🙄😂,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652204924936,"RT @zwenis_: Currently we can cook beans on someones stomch, Herh😂😂😂💔

EC tension nkoaaa🐘😂",1,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652204744705,@Glossyooniee woahhhhhh i did not expect dat lollll,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652200714240,"RT @RockNRollPics: On this day in 1966, ""Fresh Cream"" was released. https://t.co/XEpPCk4NIs",32,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652196540425,RT @batchybanana: no one does it like harry styles https://t.co/lOJDFxKCkI,9,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652196532227,RT @JoeColl14646994: @WayneSBarton @D98Red @DocUnited They did wayne but surely replace them with attack minded players especially mata who…,1,0,Twitter Web App,2020-12-09 18:01:14
1336732652196413442,"@doug_schweitzer No... no one was wondering about the brand, Doug. We were wondering why you didn't use it.",0,0,Twitter for Android,2020-12-09 18:01:14
1336732652196392962,"You can operate with a natural ease at this time, knowing what... More for Pisces https://t.co/wQ3gdnoTSN",0,0,Twittascope,2020-12-09 18:01:14
1336732652192346117,God no go shame us😪🤲🏼 https://t.co/PxdzxZ3MlP,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652188131328,"RT @realannapaulina: SEVEN states have now joined the Texas lawsuit that the SUPREME COURT will hear!

The states are:

Louisiana, Arkansas…",5560,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652188012545,@haneulkoo fucken covid,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652187971585,"RT @hewwotae: if you see this pls reply 💗💐

I vote for #BTSV #Taehyung from #BTS @BTS_twt for #BousnidStars2020 #Bousnid #7thBousnidStars20…",104,0,Twitter Web App,2020-12-09 18:01:14
1336732652183969793,"RT @DamanjeetaSingh: I think Jinnah was Right!
I'm Sorry Pakistan 🙏

#IndiaShutDown #FarmersProtest https://t.co/d8Nef3Ttmc",9998,0,Twitter for Android,2020-12-09 18:01:14
1336732652171247623,"RT @IndianExpress: Delhi's Azadpur Mandi closed due to 'Bharat Bandh' call made by farmers. Express photo by Gajendra Yadav

See more: http…",28,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652167176197,@DkPattycakes @Kvverra @aaadlai @billscher @Ag808 Hey btw bot.........you havent called me a racist yet.........or… https://t.co/JFGJldAhSw,0,0,Twitter Web App,2020-12-09 18:01:14
1336732652167163905,"@realDonaldTrump If nobody cheated in the election, which nobody did, why would the election be immediately overtur… https://t.co/sAONRxeTPm",0,0,Twitter Web App,2020-12-09 18:01:14
1336732652162985987,"RT @Stornoway_Cove: Q. What do you call it when poor people give all their money to (allegedly) rich people?

A. Cult Behavior!

Trump supp…",12,0,Twitter for Android,2020-12-09 18:01:14
1336732652158775301,@buehIersdayoff &gt; Wilson Ramos,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652158771201,RT @DailyCaller: Trump Jr. Rips Calls To Boycott Georgia Runoffs: ‘It’s As Though They’re Working For The Democrats’ https://t.co/V1WsH5h6vK,321,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652158717956,Rec- today we created a reindeer recipe and had to decide on the different amounts of ingredients. We had to us mea… https://t.co/jkrMcoPVau,0,0,Twitter Web App,2020-12-09 18:01:14
1336732652158717955,RT @jamwilkes: Viewed a flat today and I don’t think I’ll ever be able to stop thinking about the back door... https://t.co/uscUF7pLH9,22138,0,Twitter for Android,2020-12-09 18:01:14
1336732652150276097,"Settings:Modify things
Options:Option to change",0,0,Twitter for Android,2020-12-09 18:01:14
1336732652146221062,"@LizDavies14 Me too Liz, looks like lots of schools are following suit! X",0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652142030851,hi im going to be a bit ia for some days bc i’m on vacation :D,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652142006272,@replouiegohmert What's wild is only one thing in this actually happened and it's you losing a tooth on video,0,0,Twitter Web App,2020-12-09 18:01:14
1336732652137832449,@sapch3rry @N3TH3RBRICK YOU HAVE A DIFFERENT DN AND @ HOW WAS I SUPPOSED TO KNOW,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652137746432,"♬♬♬ I worship You
With all my heart
with all my heart

I worship You, oh God
With all my heart
with all my heart♬♬♬… https://t.co/xVeGGBDyec",0,0,Twitter Web App,2020-12-09 18:01:14
1336732652133560324,"RT @bts_bighit: BE BTS @ (https://t.co/FEsbECid9y)

#BTS #방탄소년단 #BTS_BE #LifeGoesOn #Photo_by_BTS https://t.co/gmzp0OWQbk",133460,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652129415169,Curren$y- For Seasons feat. King Chip (Priest Andretti) https://t.co/B83S5oYi0h via @YouTube so a good project @CurrenSy_Spitta,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652129366017,"Janssen Scientific Affairs, LLC’s Focus on B-Cell Malignancies Posters #ASH20 https://t.co/UVF1CD69L1",0,0,Hootsuite Inc.,2020-12-09 18:01:14
1336732652129304578,"@Rekko_X @Wa_t_a_ru_ 
    Wa_t_a_ru_",0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652121038858,"@nataliejamieson roll
robe
alley
butt",0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652121022468,@delmoi wheeler is a ghoul,0,0,Twitter Web App,2020-12-09 18:01:14
1336732652116774918,"RT @qwertee: ""The Snow Queen"" is today's featured tee on https://t.co/ZMxod4ub4B ReTweet for a chance at a FREE TEE! https://t.co/PiLXBhEXfP",135,0,Twitter for Android,2020-12-09 18:01:14
1336732652112543744,@BaldwinCoates @CariChampion @jemelehill @VICETV They do that segment all the time. It's comedy.  People are dumb.… https://t.co/uGfGtTkyKR,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652104110080,You feel perfectly poised to be the voice of reason today -- a... More for Cancer https://t.co/pXDFuL1VG3,0,0,Twittascope,2020-12-09 18:01:14
1336732652100087813,@Gregmaccyd Every time I see swallowell I think of wade from the ringer. https://t.co/uYc3lHCeHf,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652100079619,The effects in Wonder Woman 84 look kinda bad. Ngl,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652099891202,that not getting my way shit is for the birds😒,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652099887106,@hammy413 should be how the removal of the government begins,0,0,Twitter Web App,2020-12-09 18:01:14
1336732652095803398,@CW_Riverdale #excusemeiloveyou RIVERDALE IS COMING,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652091699208,@easterncomd @adgpi @SpokespersonMoD Missing Ltd Gen Asif Ghafoor ❤ ISPR,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652091695104,"Help us change the world by providing #CareInCrisis. Your support not only helps us fulfill our purpose, helps litt… https://t.co/16GtBiRRTr",0,0,Sprout Social,2020-12-09 18:01:14
1336732652091666437,@dancingshoes06 I know that's right more needs to be done to stop this shit from happening 😡,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652083294214,RT @AdoptMeNews_: Roblox is down...,4,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652083228675,"The sun around the star; reading thread 
https://t.co/rmKOvvGU4W",0,0,Twitter for Android,2020-12-09 18:01:14
1336732652083228674,@onebadxo Jackie’s a talented singer.,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652079108098,"RT @DrZweliMkhize: We are now is a second wave. Four provinces are the key drivers of this new wave. They are EC, WC, KZN &amp; Gauteng. #Media…",1241,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652079095813,I’m saving myself for marriage 🥰 GSHIT,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652079095812,RT @AishaYesufu: We are disgusted and aghast with his killing of #EndSars protesters,721,0,Twitter for Android,2020-12-09 18:01:14
1336732652079026176,"RT @SRuhle: Watching  my Dad Christmas shop on Amazon is heartbreaking.
He didn’t even use email a year ago
He used to take a day off of wo…",149,0,Twitter for Android,2020-12-09 18:01:14
1336732652074917890,@TheSiteSupply Turtle beach 700 gen 2,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652074901507,"@TM72774 Bring it bitch, we'll be waiting :)",0,0,Twitter Web App,2020-12-09 18:01:14
1336732652074889216,@HallOfFameLV Would you rather be in Vegas or BR though? Lol,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652070727681,RT @lisacurran1: Two more classes quarantined at my kid’s school. My middle child is now among 5 remaining grade 5s at the school... all 3…,23,0,Twitter Web App,2020-12-09 18:01:14
1336732652066512899,the week i don’t play... https://t.co/nhrio9pWYc,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652062167040,"@AngilShadowMoon @BlessUnleashed @Sony Truly sad how people feel so entitled, with zero regard for the time and eff… https://t.co/IJ2Dnrj4Q6",0,0,Twitter for Android,2020-12-09 18:01:14
1336732652058136577,@kimmy_chierley 😂 😂 😂 Just???,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652049739786,"Trump really is a PINO
#TrumpIsAPino https://t.co/ojOWtFFyGw",0,0,Twitter Web App,2020-12-09 18:01:14
1336732652049555457,everyone’s culture is rooted in anti-blackness,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652045443072,"RT @Rashamians_Adda: Only 3.7K Left for 50K 
#Rashamians let's Complete It Before 12!

Comment One Word For This Upcoming project With Tagl…",7,0,Twitter Web App,2020-12-09 18:01:14
1336732652041359360,@KingMurderBitch HEHE! I PUT YOUR LINK ON THIS ACC (♡◕ω◕♡),0,0,Twitter for Android,2020-12-09 18:01:14
1336732652037046272,"RT @PauleyTeeks: Once again, #crybabyTrump https://t.co/t40mZhMDeu",2,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652032970752,"trump is insane. Why has he not been dragged out of our WH in a staright jacket!
‘How can a country be run like thi… https://t.co/QRUWJGIjjR",0,0,Twitter Web App,2020-12-09 18:01:14
1336732652028780544,@techradar True Surf and Mario Kart Tour,0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652028764162,"RT @ChasRiverDogs: Hey @RaysBaseball, wanna hang out? 

📰: https://t.co/br1tqzhoj9 https://t.co/KmMceYTskP",3,0,Twitter Web App,2020-12-09 18:01:14
1336732652028694530,NAUGHTY LIST IS COMING,0,0,Twitter for Android,2020-12-09 18:01:14
1336732652028657665,"My Library Girl
MyLovey-DoveyWife💞**!
MyBeautiful Dulhan
MyValentine
Your💞**strategy to include my neighbors &amp; peop… https://t.co/nrbDeLilvr",0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652024553476,"RT @brfootball: Mo Salah scores his 22nd Champions League goal for Liverpool. 

He passes Steven Gerrard to become the club’s all-time lead…",44,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652024463361,"Well, darn. https://t.co/nkA3gShCU2",0,0,Twitter for iPhone,2020-12-09 18:01:14
1336732652020391936,Is this even a question? https://t.co/6uMNflVEfZ,0,0,Twitter Web App,2020-12-09 18:01:14
1336732652020387842,"RT @AriBerman: US COVID deaths in 2020: 286,000

Credible cases of voter fraud in 2020: 0

Guess which issue Trump is fixated on?",665,0,Twitter Web App,2020-12-09 18:01:14
1336732652020379649,RT @Prolific_jackk: Norahkulture Afrika is an Aba based craft and fashion company that focuses on the use of Ankara and assorted Africa pri…,7,0,Twitter for Android,2020-12-09 18:01:14
1336732652020371456,"RT @LaJethroJenkins: Was talkin hoops with my homie, and I don’t get why Steph fans cling to his good guy persona. he’s a good dude, but he…",128,0,Twitter for Android,2020-12-09 18:01:14
1336732652020269057,You seem to rise above the confusion others are experiencing t... More for Libra https://t.co/ioP0ugJ8le,0,0,Twittascope,2020-12-09 18:01:14
